CourseCode,CourseName,CourseCredit,Type,Courses,Applicable forDepartment(s),Applicable forprogram(s),InstructorConsent,Remark,Qualifyingdiscipline
CE 660,Conservation of Heritage Structures,6,prerequiste,,All Department,"- Bachelor of Science (3-year)
- B.Tech.
- Four Year B.S.
",Required,"This is a PG course. Among UG students, only 4th year students with CPI greater than 8 will be allowed to register",
CE 684,Advanced Geotechnical Earthquake Engineering,6,prerequiste,CE 323 AND CE 330,All Department,"- B.Tech.
",Required,B.Tech students needs to have a CPI greater than 8.0,
CE 699,Transportation Systems Studio,4,prerequiste,CE 751 AND CE 740,All Department,"- M.Tech
- M.Tech. + Ph.D. Dual Degree
- Ph.D.
",Not Required,,
CE 710,Remote Sensing and Geographical Information Systems in Water Resources Management,6,prerequiste,CE 701 AND CE 630,All Department,"- 2 Yr M.Sc
- 5 Year Integrated M.Sc.
- B.Des.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- D.I.I.T (Exit Degree)
- Dual Degree (B.Des.+M.Des.)
- Dual Degree (MA+Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree Programme
- EMBA
- Four Year B.S.
- IDDDP
- MBA
- M.Des
- M.Phil.
- M.Phil. (Exit Degree)
- MPP
- M.S. By Research (Exit)
- M.Sc. + M.Phil
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech. + Ph.D. Dual Degree
- M-UDE
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
CE 710,Remote Sensing and Geographical Information Systems in Water Resources Management,6,prerequiste,,All Department,"- 2 Yr M.Sc
- D.I.I.T (Exit Degree)
- Dual Degree (M.Phil. + Ph.D.)
- EMBA
- MBA
- M.Des
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. By Research (Exit)
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech. + Ph.D. Dual Degree
- Ph.D.
- Visiting Students
",Required,,
CE 714,Remote Sensing in Geotechnical Engineering,6,prerequiste,CE 763,All Department,"- 2 Yr M.Sc
- D.I.I.T (Exit Degree)
- Dual Degree (M.Phil. + Ph.D.)
- EMBA
- MBA
- M.Des
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. By Research (Exit)
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech. + Ph.D. Dual Degree
- Ph.D.
- Visiting Students
",Required,,
CE 727,Construction Materials,6,prerequiste,,Self Department (Department offering this Course),"- B.Tech.
- D.I.I.T (Exit Degree)
- Dual Degree Programme
- IDDDP
- Master of Science By Research
- M.S. By Research (Exit)
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech. + Ph.D. Dual Degree
- Ph.D.
",Required,,
CE 740,Traffic Engineering,6,prerequiste,CE 310 AND CE 334,Self Department (Department offering this Course),"- B.Tech.
",Not Required,,
CE 742,Pavement Systems Engineering,6,prerequiste,CE 102,All Department,"- B.Tech.
",Not Required,,
CE 751,Urban Transportation Systems Planning,6,prerequiste,CE 102,All Department,"- B.Tech.
- D.I.I.T (Exit Degree)
- Dual Degree Programme
- IDDDP
- Master of Science By Research
- M.S. By Research (Exit)
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech. + Ph.D. Dual Degree
- Ph.D.
",Not Required,,
CE 754,Economic Evaluation and Analysis of Transportation Project,6,prerequiste,CE 310,All Department,"- 5 Year Integrated M.Sc.
- B.Tech.
- Dual Degree Programme
- Four Year B.S.
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- Preparatory Course
",Not Required,,
CE 757,Remote Sensing of Thermal Radiation,6,prerequiste,,All Department,"- 2 Yr M.Sc
- 5 Year Integrated M.Sc.
- B.Des.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- D.I.I.T (Exit Degree)
- Dual Degree (B.Des.+M.Des.)
- Dual Degree (MA+Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree Programme
- EMBA
- Four Year B.S.
- IDDDP
- MA (exit degree)
- Master of Arts  By Research
- Master of Science By Research
- MBA
- M.Des
- MDP
- M.Phil.
- M.Phil. (Exit Degree)
- MPP
- MPP+Ph.D Dual Degree
- M.S. By Research (Exit)
- M.Sc. + M.Phil
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech. + Ph.D. Dual Degree
- M-UDE
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
CE 771,Optimization in Civil Engineering,6,prerequiste,,All Department,"- 2 Yr M.Sc
- 5 Year Integrated M.Sc.
- B.Des.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- D.I.I.T (Exit Degree)
- Dual Degree (B.Des.+M.Des.)
- Dual Degree (MA+Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree Programme
- EMBA
- Four Year B.S.
- IDDDP
- Master of Arts  By Research
- Master of Science By Research
- MBA
- M.Des
- MDP
- M.Phil.
- M.Phil. (Exit Degree)
- MPP
- MPP+Ph.D Dual Degree
- M.S. By Research (Exit)
- M.Sc. + M.Phil
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech. + Ph.D. Dual Degree
- M-UDE
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,"If (3rd and 4th Year) UG students are taking this PG course, they need instructor's approval",
CE 773,Geometric Design and Analysis of High-Speed Roadways,6,prerequiste,,All Department,"- B.Tech.
",Required,CE 310 is pre-requisite for UG students. Instructor approval required for registration.,
CE 780,Behavioural Travel Modelling,6,prerequiste,,All Department,"- 2 Yr M.Sc
- D.I.I.T (Exit Degree)
- Dual Degree (M.Phil. + Ph.D.)
- EMBA
- MBA
- M.Des
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. By Research (Exit)
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech. + Ph.D. Dual Degree
- Ph.D.
- Visiting Students
",Required,,
CE 780,Behavioural Travel Modelling,6,prerequiste,,All Department,"- 5 Year Integrated M.Sc.
- B.Tech.
- Dual Degree Programme
- Four Year B.S.
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- Preparatory Course
",Required,,
CE 780,Behavioural Travel Modelling,6,prerequiste,,All Department,"- B.Tech.
- Dual Degree Programme
- M.Tech
",Required,,
CL 250,Chemical Engineering Thermodynamics II,6,prerequiste,CL 255,All Department,"- 2 Yr M.Sc
- 5 Year Integrated M.Sc.
- B.Des.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- D.I.I.T (Exit Degree)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree Programme
- EMBA
- Four Year B.S.
- MBA
- M.Des
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. By Research (Exit)
- M.Sc. + M.Phil
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech. + Ph.D. Dual Degree
- Ph.D.
- Preparatory Course
- Visiting Students
",Not Required,,
CL 260,Molecular and Statistical Thermodynamics,6,prerequiste,,All Department,"- B.Tech.
- Dual Degree Programme
- M.Sc. (Exit Degree)
- M.Sc.+ M.S. by Research (Exit)
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- M.Tech
- M.Tech (Exit Degree)
- M.Tech.+MS. by Research (Exit)
- M.Tech. + Ph.D. Dual Degree
- Ph.D.
",Required,,
CL 429,Polymer Science and Engineering,6,prerequiste,,All Department,"- B.Tech.
- Dual Degree Programme
- M.Sc. (Exit Degree)
- M.Sc. + M.Tech. Dual Degree
- M.Tech
- M.Tech (Exit Degree)
- Ph.D.
",Required,,
CL 501,Computational Methods in Catalysis,6,prerequiste,,All Department,"- 2 Yr M.Sc
- 5 Year Integrated M.Sc.
- Bachelor of Arts (3-year)
- Bachelor of Design (3-year)
- Bachelor of Science (3-year)
- B.Des.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- D.I.I.T (Exit Degree)
- Dual Degree (B.Des.+M.Des.)
- Dual Degree (MA+Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree Programme
- EMBA
- Four Year B.S.
- IDDDP
- MA by Research (Exit)
- MA (exit degree)
- Master of Arts  By Research
- Master of Science By Research
- MBA
- M.Des
- MDP
- M.Phil.
- M.Phil. (Exit Degree)
- MPP
- MPP+Ph.D Dual Degree
- M.S. By Research (Exit)
- M.Sc. (Exit Degree)
- M.Sc. + M.Phil
- M.Sc.+ M.S. by Research (Exit)
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech.+MS. by Research (Exit)
- M.Tech. + Ph.D. Dual Degree
- M-UDE
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
CL 608,Fluidization Engineering,6,prerequiste,,All Department,"- 2 Yr M.Sc
- D.I.I.T (Exit Degree)
- Dual Degree (M.Phil. + Ph.D.)
- EMBA
- MBA
- M.Des
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. By Research (Exit)
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech. + Ph.D. Dual Degree
- Ph.D.
- Visiting Students
",Required,,
CL 608,Fluidization Engineering,6,prerequiste,,All Department,"- 5 Year Integrated M.Sc.
- B.Tech.
- Dual Degree Programme
- Four Year B.S.
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- Preparatory Course
",Required,,
CL 611,Electrochemical Reaction Engineering,6,prerequiste,,All Department,"- 2 Yr M.Sc
- 5 Year Integrated M.Sc.
- Bachelor of Arts (3-year)
- Bachelor of Design (3-year)
- Bachelor of Science (3-year)
- B.Des.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- D.I.I.T (Exit Degree)
- Dual Degree (B.Des.+M.Des.)
- Dual Degree (MA+Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree Programme
- EMBA
- Four Year B.S.
- IDDDP
- MA by Research (Exit)
- MA (exit degree)
- Master of Arts  By Research
- Master of Science By Research
- MBA
- M.Des
- MDP
- M.Phil.
- M.Phil. (Exit Degree)
- MPP
- MPP+Ph.D Dual Degree
- M.S. By Research (Exit)
- M.Sc. (Exit Degree)
- M.Sc. + M.Phil
- M.Sc.+ M.S. by Research (Exit)
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech.+MS. by Research (Exit)
- M.Tech. + Ph.D. Dual Degree
- M-UDE
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
CL 618,Catalysis and Surface Chemistry,6,prerequiste,,All Department,"- 2 Yr M.Sc
- 5 Year Integrated M.Sc.
- Bachelor of Arts (3-year)
- Bachelor of Design (3-year)
- Bachelor of Science (3-year)
- B.Des.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- D.I.I.T (Exit Degree)
- Dual Degree (B.Des.+M.Des.)
- Dual Degree (MA+Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree Programme
- EMBA
- Four Year B.S.
- IDDDP
- MA by Research (Exit)
- MA (exit degree)
- Master of Arts  By Research
- Master of Science By Research
- MBA
- M.Des
- MDP
- M.Phil.
- M.Phil. (Exit Degree)
- MPP
- MPP+Ph.D Dual Degree
- M.S. By Research (Exit)
- M.Sc. (Exit Degree)
- M.Sc. + M.Phil
- M.Sc.+ M.S. by Research (Exit)
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech.+MS. by Research (Exit)
- M.Tech. + Ph.D. Dual Degree
- M-UDE
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
CL 644,Modeling and Analysis of Bioprocesses,6,prerequiste,CL 420 OR CL 659,All Department,"- 5 Year Integrated M.Sc.
- B.Tech.
- Dual Degree Programme
- Four Year B.S.
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- Preparatory Course
",Not Required,,
CL 644,Modeling and Analysis of Bioprocesses,6,prerequiste,CL 420 OR CL 659,All Department,"- 2 Yr M.Sc
- D.I.I.T (Exit Degree)
- Dual Degree (M.Phil. + Ph.D.)
- EMBA
- MBA
- M.Des
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. By Research (Exit)
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech. + Ph.D. Dual Degree
- Ph.D.
- Visiting Students
",Not Required,,
CL 653,State Estimation:  Theory and Applications,6,prerequiste,,All Department,"- 2 Yr M.Sc
- D.I.I.T (Exit Degree)
- Dual Degree (M.Phil. + Ph.D.)
- EMBA
- MBA
- M.Des
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. By Research (Exit)
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech. + Ph.D. Dual Degree
- Ph.D.
- Visiting Students
",Required,,
CL 653,State Estimation:  Theory and Applications,6,prerequiste,,All Department,"- 5 Year Integrated M.Sc.
- B.Tech.
- Dual Degree Programme
- Four Year B.S.
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- Preparatory Course
",Required,,
CL 657,Computational Flow Modelling,6,prerequiste,,All Department,"- B.Tech.
- Dual Degree Programme
- M.S. By Research (Exit)
- M.Sc. (Exit Degree)
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- M.Tech
- M.Tech (Exit Degree)
- M.Tech.+MS. by Research (Exit)
- M.Tech. + Ph.D. Dual Degree
- Ph.D.
",Required,,
CL 664,Polymer Thermodynamics,6,prerequiste,,All Department,"- B.Tech.
",Required,,
CL 665,Sustainable Engineering Principles,6,prerequiste,,All Department,"- 2 Yr M.Sc
- 5 Year Integrated M.Sc.
- Bachelor of Arts (3-year)
- Bachelor of Design (3-year)
- Bachelor of Science (3-year)
- B.Des.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- D.I.I.T (Exit Degree)
- Dual Degree (B.Des.+M.Des.)
- Dual Degree (MA+Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree Programme
- EMBA
- Four Year B.S.
- IDDDP
- MA by Research (Exit)
- MA (exit degree)
- Master of Arts  By Research
- Master of Science By Research
- MBA
- M.Des
- MDP
- M.Phil.
- M.Phil. (Exit Degree)
- MPP
- MPP+Ph.D Dual Degree
- M.S. By Research (Exit)
- M.Sc. (Exit Degree)
- M.Sc. + M.Phil
- M.Sc.+ M.S. by Research (Exit)
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech.+MS. by Research (Exit)
- M.Tech. + Ph.D. Dual Degree
- M-UDE
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
CL 674,Theoretical Ecology,6,prerequiste,,All Department,"- 2 Yr M.Sc
- 5 Year Integrated M.Sc.
- Bachelor of Arts (3-year)
- Bachelor of Design (3-year)
- Bachelor of Science (3-year)
- B.Des.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- D.I.I.T (Exit Degree)
- Dual Degree (B.Des.+M.Des.)
- Dual Degree (MA+Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree Programme
- EMBA
- Four Year B.S.
- IDDDP
- MA by Research (Exit)
- MA (exit degree)
- Master of Arts  By Research
- Master of Science By Research
- MBA
- M.Des
- MDP
- M.Phil.
- M.Phil. (Exit Degree)
- MPP
- MPP+Ph.D Dual Degree
- M.S. By Research (Exit)
- M.Sc. (Exit Degree)
- M.Sc. + M.Phil
- M.Sc.+ M.S. by Research (Exit)
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech.+MS. by Research (Exit)
- M.Tech. + Ph.D. Dual Degree
- M-UDE
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
CL 677,Modelling Stochastic and Turbulent Transport,6,prerequiste,,All Department,"- 2 Yr M.Sc
- 5 Year Integrated M.Sc.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree Programme
- MA (exit degree)
- Master of Science By Research
- M.S. By Research (Exit)
- M.Sc.+ M.S. by Research (Exit)
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech.+MS. by Research (Exit)
- M.Tech. + Ph.D. Dual Degree
- Ph.D.
",Required,,
CL 678,Techno-Commerical Aspects of Fine Chemicals,6,prerequiste,,All Department,"- 2 Yr M.Sc
- 5 Year Integrated M.Sc.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree Programme
- Four Year B.S.
- Master of Science By Research
- MPP+Ph.D Dual Degree
- M.S. By Research (Exit)
- M.Sc. (Exit Degree)
- M.Sc.+ M.S. by Research (Exit)
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- M.Tech
- M.Tech (Exit Degree)
- M.Tech.+MS. by Research (Exit)
- M.Tech. + Ph.D. Dual Degree
- Ph.D.
",Required,,
CL 684,Advanced Process Synthesis,6,prerequiste,,All Department,"- 2 Yr M.Sc
- 5 Year Integrated M.Sc.
- Bachelor of Arts (3-year)
- Bachelor of Design (3-year)
- Bachelor of Science (3-year)
- B.Des.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- D.I.I.T (Exit Degree)
- Dual Degree (B.Des.+M.Des.)
- Dual Degree (MA+Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree Programme
- EMBA
- Four Year B.S.
- IDDDP
- MA by Research (Exit)
- MA (exit degree)
- Master of Arts  By Research
- Master of Science By Research
- MBA
- M.Des
- MDP
- M.Phil.
- M.Phil. (Exit Degree)
- MPP
- MPP+Ph.D Dual Degree
- M.S. By Research (Exit)
- M.Sc. (Exit Degree)
- M.Sc. + M.Phil
- M.Sc.+ M.S. by Research (Exit)
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech.+MS. by Research (Exit)
- M.Tech. + Ph.D. Dual Degree
- M-UDE
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
CL 686,Advanced Process Control,6,prerequiste,,All Department,"- 2 Yr M.Sc
- 5 Year Integrated M.Sc.
- Bachelor of Science (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree Programme
- Master of Science By Research
- M.Sc. (Exit Degree)
- M.Sc.+ M.S. by Research (Exit)
- M.Sc. + M.Tech. Dual Degree
- M.Tech
- M.Tech (Exit Degree)
- M.Tech.+MS. by Research (Exit)
- M.Tech. + Ph.D. Dual Degree
- Ph.D.
",Required,,
CL 688,Artificial Intelligence in Process Engineering,6,prerequiste,,All Department,"- 2 Yr M.Sc
- 5 Year Integrated M.Sc.
- Bachelor of Arts (3-year)
- Bachelor of Design (3-year)
- Bachelor of Science (3-year)
- B.Des.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- D.I.I.T (Exit Degree)
- Dual Degree (B.Des.+M.Des.)
- Dual Degree (MA+Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree Programme
- EMBA
- Four Year B.S.
- IDDDP
- MA by Research (Exit)
- MA (exit degree)
- Master of Arts  By Research
- Master of Science By Research
- MBA
- M.Des
- MDP
- M.Phil.
- M.Phil. (Exit Degree)
- MPP
- MPP+Ph.D Dual Degree
- M.S. By Research (Exit)
- M.Sc. (Exit Degree)
- M.Sc. + M.Phil
- M.Sc.+ M.S. by Research (Exit)
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech.+MS. by Research (Exit)
- M.Tech. + Ph.D. Dual Degree
- M-UDE
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
CL 717,Evolutionary Dynamics,6,prerequiste,,All Department,"- B.Tech.
- Dual Degree Programme
- M.Tech
- M.Tech (Exit Degree)
- M.Tech.+MS. by Research (Exit)
- M.Tech. + Ph.D. Dual Degree
- Ph.D.
",Required,,
CL 717,Evolutionary Dynamics,6,prerequiste,,All Department,"- 2 Yr M.Sc
- 5 Year Integrated M.Sc.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree Programme
- Master of Science By Research
- MPP+Ph.D Dual Degree
- M.S. By Research (Exit)
- M.Sc. (Exit Degree)
- M.Sc.+ M.S. by Research (Exit)
- M.Sc. + M.Tech. Dual Degree
- M.Tech
- M.Tech (Exit Degree)
- M.Tech.+MS. by Research (Exit)
- M.Tech. + Ph.D. Dual Degree
- Ph.D.
",Required,,
CL 718,Introduction to Cell  Mechanics,6,prerequiste,,All Department,"- 2 Yr M.Sc
- 5 Year Integrated M.Sc.
- Bachelor of Arts (3-year)
- Bachelor of Design (3-year)
- Bachelor of Science (3-year)
- B.Des.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- D.I.I.T (Exit Degree)
- Dual Degree (B.Des.+M.Des.)
- Dual Degree (MA+Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree Programme
- EMBA
- Four Year B.S.
- IDDDP
- MA by Research (Exit)
- MA (exit degree)
- Master of Arts  By Research
- Master of Science By Research
- MBA
- M.Des
- MDP
- M.Phil.
- M.Phil. (Exit Degree)
- MPP
- MPP+Ph.D Dual Degree
- M.S. By Research (Exit)
- M.Sc. (Exit Degree)
- M.Sc. + M.Phil
- M.Sc.+ M.S. by Research (Exit)
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech.+MS. by Research (Exit)
- M.Tech. + Ph.D. Dual Degree
- M-UDE
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
CL 726,Introduction to Genomics,6,prerequiste,,All Department,"- 2 Yr M.Sc
- 5 Year Integrated M.Sc.
- B.Tech.
- Dual Degree Programme
- Master of Science By Research
- MPP+Ph.D Dual Degree
- M.S. By Research (Exit)
- M.Sc. (Exit Degree)
- M.Sc.+ M.S. by Research (Exit)
- M.Sc. & Ph.D. Dual Degree
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech.+MS. by Research (Exit)
- M.Tech. + Ph.D. Dual Degree
- Ph.D.
",Required,,
CM 501,Advanced computational methods for turbulent incompressible flows,6,prerequiste,,All Department,"- 2 Yr M.Sc
- 5 Year Integrated M.Sc.
- B.Des.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- D.I.I.T (Exit Degree)
- Dual Degree (B.Des.+M.Des.)
- Dual Degree (MA+Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree Programme
- EMBA
- Four Year B.S.
- IDDDP
- MA (exit degree)
- Master of Arts  By Research
- Master of Science By Research
- MBA
- M.Des
- MDP
- M.Phil.
- M.Phil. (Exit Degree)
- MPP
- MPP+Ph.D Dual Degree
- M.S. By Research (Exit)
- M.Sc. + M.Phil
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech. + Ph.D. Dual Degree
- M-UDE
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
CM 503,Atmospheric Thermodynamics,6,prerequiste,,All Department,"- 2 Yr M.Sc
- 5 Year Integrated M.Sc.
- Bachelor of Arts (3-year)
- Bachelor of Design (3-year)
- Bachelor of Science (3-year)
- B.Des.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- D.I.I.T (Exit Degree)
- Dual Degree (B.Des.+M.Des.)
- Dual Degree (MA+Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree Programme
- EMBA
- Four Year B.S.
- IDDDP
- MA by Research (Exit)
- MA (exit degree)
- Master of Arts  By Research
- Master of Science By Research
- MBA
- M.Des
- MDP
- M.Phil.
- M.Phil. (Exit Degree)
- MPP
- MPP+Ph.D Dual Degree
- M.S. By Research (Exit)
- M.Sc. (Exit Degree)
- M.Sc. + M.Phil
- M.Sc.+ M.S. by Research (Exit)
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech.+MS. by Research (Exit)
- M.Tech. + Ph.D. Dual Degree
- M-UDE
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
CM 504,Monsoons and Tropical Climate,6,prerequiste,,All Department,"- 2 Yr M.Sc
- 5 Year Integrated M.Sc.
- B.Des.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- D.I.I.T (Exit Degree)
- Dual Degree (B.Des.+M.Des.)
- Dual Degree (MA+Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree Programme
- EMBA
- Four Year B.S.
- IDDDP
- MA (exit degree)
- Master of Arts  By Research
- Master of Science By Research
- MBA
- M.Des
- MDP
- M.Phil.
- M.Phil. (Exit Degree)
- MPP
- MPP+Ph.D Dual Degree
- M.S. By Research (Exit)
- M.Sc. + M.Phil
- M.Sc. + M.Tech. Dual Degree
- M.Sc. & Ph.D. Dual Degree
- M.S. (Exit Degree)
- M.Tech
- M.Tech (Exit Degree)
- M.Tech. + Ph.D. Dual Degree
- M-UDE
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
CS 108,Software Systems Lab,8,prerequiste,CS 101,Self Department (Department offering this Course),"- B.Tech.
- Dual Degree Programme
",Not Required,,
CS 213,Data Structures and Algorithms,6,prerequiste,CS 101,Self Department (Department offering this Course),"- B.Tech.
- Dual Degree Programme
",Not Required,,
