Course Code,Course Name,Instructor Name
ENT602,Technology Venture Creation ,Milind  KopikareSankalp  Pratap
ENT603,Introduction to Entrepreneurship ,Anuradha  NarasimhanRajkumar R. Hirwani
ENT604,Marketing for Entrepreneurs ,
ENT605,Business Fundamentals for Technopreneurs ,
ENT606,Developing a Proof of Concept- Basic ,
ENT607,Managing Technological Innovation ,
ENT899,Communication Skills ,Lina Elisabeth Sonne Vyas
ES 101,Introduction to Environmental Science & Engineering ,Tabish  NawazVirendra Sethi
ES 102,Water Quality Management ,
ES 200,Environmental Studies: Science and Engineering ,Anurag GargTabish  NawazVirendra Sethi
ES 201,Applied Environmental Microbiology and Ecology ,Swatantra Pratap  Singh
ES 202,Fundamentals of Environmental Chemistry ,
ES 203,Water and Wastewater Engineering ,Renuka  Verma
ES 204,Environmental Chemistry ,
ES 206,Water Resources & Open Channel Flow ,
ES 208,Mass Transfer Process in Environmental Systems ,
ES 209,Data Analysis & Interpretation ,Indrajit  Chakraborty
ES 210,Introduction to Solid Mechanics ,
ES 212,Environmental Geodesy ,
ES 216,GIS Aided Environmental Planning and Management ,Srinidhi  Balasubramanian
ES 221,Mathematics Foundation ,
ES 225,Artificial Intelligence & Data Science ,Manoranjan  Sahu
ES 250,Environmental Studies : Science and Engineering ,Anurag GargTabish  NawazVirendra Sethi
ES 252,Environmental Chemistry Lab  ,
ES 253,Environmental Microbiology Laboratory ,Swatantra Pratap  Singh
ES 296,Seminar ,Abhishek  ChakrabortySwatantra Pratap  Singh
ES 301,Introduction to Fluid Mechanics ,
ES 302,Environmental Biotechnology ,
ES 307,Wastewater Engineering ,
ES 308,Solid and Hazardous Waste Laboratory ,Munish Kumar Chandel
ES 312,Seminar ,
ES 315,Solid Waste Management - Basic Principles and Technical Aspects ,Anurag Garg
ES 317,Fundamentals of Air Pollution Science and Engineering ,Abhishek  ChakrabortyManoranjan  Sahu
ES 319,Computational Laboratory for Environmental Engineering ,
ES 321,Energy and Environmental Sustainability ,
ES 351,Air Pollution Monitoring Laboratory ,Abhishek  Chakraborty
ES 404,Planning and Design of Environmental Engineering Facilities ,
ES 407,Simulation & Optimization Techniques in Environmental Systems ,Subhankar KarmakarTabish  Nawaz
ES 451,Field Studies ,Swatantra Pratap  Singh
ES 493,MSc-PhD Project I ,
ES 494,MSc-PhD Project II ,Abhishek  ChakrabortySwatantra Pratap  Singh
ES 495,MSc-PhD Project III ,
ES 505,"Health, Safety and Environment ",
ES 593,Dual Degree Project Stage  I ,Venkata Sai Vamsi  Botlaguduru
ES 600,Environmental Science and Engineering ,
ES 616,Energy Conversion and Environment ,
ES 624,Hazardous Waste Management ,
ES 631,Environmental Chemistry ,Tabish  Nawaz
ES 633,Enviornmental Microbiology and Ecology ,Indrajit  ChakrabortySuparna Mukherji
ES 635,Air Pollution Science and Engineering ,Harish C. PhuleriaSrinidhi  Balasubramanian
ES 637,Municipal Water and Wastewater Systems ,Sanjeev Chaudhari
ES 639,Physico-Chemical Treatment Technologies ,Suparna MukherjiVenkata Sai Vamsi  Botlaguduru
ES 642,Industrial Wastewater Management and Reuse ,
ES 644,Industrial Pollution Prevention and Clean Technologies ,
ES 645,Environmental Law and Policy ,Munish Kumar ChandelPradip P. Kalbar
ES 647,Municipal Solid and Biomedical Waste Management ,A.K.DikshitMunish Kumar Chandel
ES 651,Environmental Monitoring Laboratory ,Amritanshu ShriwastavHarish C. PhuleriaIndrajit  Chakraborty
ES 653,Environmental Impact Assessment ,A.K.Dikshit
ES 654,Groundwater Flow & Contaminant Transport through Porous Media ,
ES 655,Environmental Management ,Amritanshu ShriwastavPradip P. Kalbar
ES 656,Bioremediation - Principles and Applications ,
ES 657,Water Resources and Environmental Hydraulics” ,Subhankar KarmakarVenkata Sai Vamsi  Botlaguduru
ES 658,Environmental Change and Sustainable Development ,
ES 659,Mathematics and Statistics for Environmental Engineering” ,Amritanshu ShriwastavManoranjan  Sahu
ES 664,Environmental Systems Modelling ,
ES 666,Biological Treatment Technologies ,
ES 668,Environmental Computation Laboratory ,
ES 670,Environmental Statistics ,
ES 672,Air Pollution Control Technologies ,
ES 674,Aerosol Science and Engineering ,
ES 676,Membrane Processes ,
ES 678,Soil Science ,
ES 680,GIS for Environmental Planning and Management ,
ES 682,Numerical Methods for Environmental Systems ,
ES 684,Design of Water and Wastewater Systems ,
ES 694,Seminar ,Manoranjan  SahuMunish Kumar Chandel
ES 792,Communication Skills -II ,
ES 797,I Stage Project ,Manoranjan  SahuMunish Kumar Chandel
ES 798,II Stage Project ,
ES 899,Communication Skills ,Venkata Sai Vamsi  BotlaguduruVirendra Sethi
ESS801,Seminar ,Swatantra Pratap  SinghVenkata Sai Vamsi  Botlaguduru
DH 899,Communication Skills ,
DHS801,Seminar ,Ashutosh Kumar
DE 101,Art and Design Fundamental 2D ,K. B. JinanMohanty Raja
DE 102,Art and Design Fundamentals 3D ,
DE 103,Image Representation and Transformations I ,
DE 104,Image Representation and Transformations II ,
DE 105,Captured Audio and Image Design (Photography & Videography) ,
DE 106,Typography Fundamentals and Exploratory Printing ,
DE 107,A Study of the Power of Words ,
DE 108,"Exploration in Drawing, Tonalities ",
DE 110,Form Exploration in Pottery ,
DE 111,Communication through Sculptural Forms  ,Arun Mascarenhas
DE 112,Communication Through Illustrations ,
DE 113,Introduction to Film Making ,Bharat Chhitubhai Parmar
DE 114,Basics of Film Editing ,
DE 115,"Drawing Tools, Lines and Forms ",Amitesh Sant Shrivastava
DE 116,"Exploration in Drawing, Tonalities and Textures ",
DE 117,Introduction to Writing ,Sampurna  Chattarji
DE 119,Material Exploration ,Avinash ShendeLatha  TummuruMohanty Raja
DE 121,Design Studio I - Problem Identification ,
DE 122,Design Studio II - Problem Analysis ,
DE 123,Introduction to Writing ,
DE 125,"Drawing Tools, Lines and Forms ",
DE 127,Basic Forms in Pottery ,
DE 129,Introduction to Weaving ,
DE 131,Design and Human Evolution ,
DE 132,World of Images and Objects ,
DE 133,Applied Science for Designers ,
DE 134,Knowledge Organisation and Communication ,
DE 135,Design Studio Project I ,G.V.SreekumarMohanty RajaVinayak  Nabar
DE 136,Design Studio Project II ,
DE 201,2D Visual Studies I - Word and Image ,Shilpa Ranade
DE 202,2D Visual Studies II ,
DE 203,"3D Form Studies I - Aesthetics , Identity and Expressions ",Dinesh Korjan
DE 204,3D Form Studies II ,
DE 205,Creative Thinking Process and Methods ,
DE 206,"Communication Theories, Visual Perception and Semiotics ",
DE 207,Understanding Space and Perspective ,Sanket  Pethkar
DE 208,"Design, Storytelling and Narratives ",
DE 209,Sculptural Ceramics ,Mohanty Raja
DE 210,Understanding Human Anatomy ,
DE 212,Ceramic Glazes and Colour Development ,
DE 213,Material Exploration-1 ,
DE 214,Writing by Design ,
DE 215,Reading the World through Many Lenses ,Sampurna  Chattarji
DE 221,Design Studio III - Creative Explorations ,Jinal  SangoiMazhar KamranSanket  PethkarVinayak  Nabar
DE 222,Design Studio IV - Prototyping ,
DE 224,Natural Dyeing Techniques  ,Latha  Tummuru
DE 231,"Design, Society, Culture and Environment ",Jinal  Sangoi
DE 232,"Design, Media and Technology ",
DE 250,Design Thinking for Innovation ,
DE 302,Animation Design ,Shilpa Ranade
DE 303,Information Graphics and Visualisation ,Venkatesh Rajamanickam
DE 304,Communication Design ,
DE 305,Moving Image Design ,Mazhar Kamran
DE 306,Film-Video Design ,
DE 307,Product Design - I ,Pradip  Save
DE 308,Product Design II ,
DE 309,Design for Interactive Media ,
DE 310,Interaction Design ,
DE 311,Mobility and Vehicle Design ,Kanika  JollyPankaj  Jhunja
DE 312,Transportation Design ,
DE 313,3D Modeling and Prototyping ,
DE 314,Game Design ,
DE 315,Applied Ergonomics ,
DE 316,Product Ergonomics ,
DE 318,Interaction Techniques ,
DE 319,Interaction Design Process and Methods ,Joshi Anirudha
DE 320,Designing Books for children ,Deepa  Balsavar
DE 322,Materials and Processes ,
DE 323,Stopmotion Animation ,Swati  Agarwal
DE 324,Digital Media Technologies ,
DE 327,Basics of Materials and Processes ,Nishant  Kamboj
DE 329,Ceramics through the Ages ,Mohanty RajaYann-Pierre  Montelle
DE 331,"Design, Technology and Innovation ",Milouni  Kapoor
DE 332,"Design Management, Planning and Professional Practice ",
DE 337,Introduction to Sound Design ,P M Satheesh
DE 403,Studio Project I ,Phani Tetali
DE 405,Studio Project II ,Phani Tetali
DE 410,Perspectives on World Cinema ,Mazhar Kamran
DE 415,Understanding Design ,
DE 417,Physical Ergonomics ,Swati  Pal
DE 419,Visual and Cognitive Ergonomics ,Wricha  Mishra
DE 431,Global Design Thoughts and Discourse ,R. Sandesh
DE 601,Introduction to Studio Photography ,Sanket Parshuram Patil
DE 602,Product Interface Design ,
DE 603,Presentation and Communication Skills ,Milouni  Kapoor
DE 604,Introduction to Product Ergonomics ,
DE 605,Workshop Skills ,Nishant  Kamboj
DE 606,Studies in Form II ,
DE 607,Studies in Form-1 ,Avinash Shende
DE 608,Product Design -2 ,
DE 609,Product Design-1 ,R. Sandesh
DE 610,Nature of Materials and Processes ,R. Sandesh
DE 611,Elements of Design ,P Kumaresan
DE 612,Design Issues ,
DE 613,Visual Language Syntactics ,Poovaiah Ravi
DE 614,Design Workshop ,
DE 615,Studies in Typography ,G.V.Sreekumar
DE 616,Introduction to User Studies ,
DE 617,Introduction to Advanced Photography ,Sanket Parshuram Patil
DE 618,Semantics and Communication Theory ,
DE 619,The Speaking Image ,Mohanty Raja
DE 620,Introdction to 3D Form ,
DE 621,Media Technology ,Deepa  Balsavar
DE 622,Introduction to Animation ,
DE 623,Visual Design ,Mandar S.Rane
DE 624,Introduction to Film Making ,
DE 625,Introduction to Filmmaking ,Bharat Chhitubhai Parmar
DE 626,Human Factors in Interaction Design ,
DE 627,Indian Thought and Tradition ,Sumant Rao
DE 628,Interaction Design ,
DE 629,Introduction to Photography ,
DE 630,Trends in Interactive Technologies ,Jayesh S. Pillai
DE 631,Introduction to Typography ,
DE 632,Acting and Staging ,
DE 633,"Colour, Composition and Layout ",
DE 634,Digital Animation 2 ,
DE 635,Interface Design ,
DE 636,Animation Theory-2 ,
DE 637,User Studies ,Joshi Anirudha
DE 638,Animation Principles-2 ,
DE 639,Usability Evaluation ,
DE 640,Animation Design-2 ,
DE 641,"Interactions, Media, Senses ",Poovaiah Ravi
DE 642,Sketching and Anatomy-2 ,
DE 643,Digital Animation-1 ,Sumant Rao
DE 644,Exposure to Grid System in Visual Design ,
DE 645,Animation Theory-1 ,Abhishek  VermaShilpa RanadeSomnath  Pal
DE 646,CAID Modeling for Automotive Design ,
DE 647,Animation Principles-1 ,Phani TetaliProsenjit  Ganguly
DE 648,Historyof Transportation and Automobile Design ,
DE 649,Animation Design-1 ,Abhishek  VermaDhimant  Vyas
DE 650,Studies in 3D Form ,
DE 651,Sketching and Anatomy-1 ,Shyam Subhashrao Wanare
DE 652,Mobility Design-2 ,
DE 653,Material and Manufacturing ,Kanika  Jolly
DE 654,Sketching-2 ,
DE 655,Automobile Engineering and Technology ,Sugandh MalhotraUnni Mohan  Mohanan
DE 656,Model Making-2 ,
DE 657,Vehicle Ergonomics ,Swati  Pal
DE 658,Advanced Typography ,
DE 659,Forms Space and Order ,Sridhar  MahadevanUnni Mohan  Mohanan
DE 660,Graphic Narratives ,
DE 661,Mobility Design-1 ,Kanika  JollySridhar  MahadevanSugandh Malhotra
DE 662,Handmade Books and Book Structures ,
DE 663,Sketching-1 ,Kanika  Jolly
DE 664,Information Graphics ,
DE 665,Model Making-1 ,Unni Mohan  Mohanan
DE 666,Craft Creativity and Post Modernism ,
DE 667,Design and Social Entrepreneurship ,
DE 668,Instructional Design ,
DE 669,Packaging and Label Design  ,Mandar S.RanePurba Joshi
DE 670,Field Study and Design  ,Nishant Sharma
DE 671,Experiential  Learning ,
DE 672,Design Detailing ,
DE 673,Sketching for Interaction Design ,
DE 674,Introduction to World Cinema:Filmmaker Perspectives ,
DE 675,Sketchning for Mobilty and Vehicle Design ,Kanika  Jolly
DE 676,Rendering for Mobility Design  ,
DE 677,Design for Virtual Reality - Basic ,Jayesh S. Pillai
DE 678,Structures and Spaces Furniture ,
DE 679,Experimental Animation ,Aditi  Chitre
DE 680,Product Detailing ,
DE 681,Design for Immersive Media -Advanced ,
DE 682,Advanced Service Design ,
DE 683,Sustainable Design ,
DE 685,Human Factors in Technological Systems ,
DE 686,Handmade Character Design ,
DE 687,Design Exploration Seminar I ,Jayesh S. PillaiMandar S.Rane
DE 688,Sketching for Communication Design ,Jinal  Sangoi
DE 689,Theoretical Perspectives in Design ,Girish V. Dalvi
DE 699,Basics of Entrepreneurship for Designers ,Pankaj  Jhunja
DE 701,Visual Ergonomics & Human Perception ,Swati  Pal
DE 702,Arts Design and Society-1 ,Aditi  ChitreAman Rupesh Xaxa
DE 704,Interaction Design for Development ,
DE 705,Interactive Data Visualization ,Venkatesh Rajamanickam
DE 706,Story and Narrative ,
DE 707,Design Research Methodologies ,
DE 708,Introduction to Interface Design ,Sudhir Ram BhatiaVenkatesh Rajamanickam
DE 709,Sound and Camera ,P M SatheeshSumant Rao
DE 710,Design Evaluation ,Vidhya  AppuWricha  Mishra
DE 711,Animation Production ,Abhishek  VermaSomnath  Pal
DE 712,Immersive Media Design ,
DE 713,Seminar and Critical Writing ,Lalit Kumar DasSugandh Malhotra
DE 714,Design Fiction ,Venkatesh Rajamanickam
DE 715,Pattern Language for Interaction Design ,
DE 717,Service Design ,
DE 719,Computer Game Design ,
DE 721,Representation Techniques for Animation ,Aditi  Chitre
DE 723,Design Management and Professional Practice ,
DE 725,Designing Games for Children ,
DE 727,Prodcut Semantics ,
DE 731,On Ways of Seeing ,
DE 801,Mini Project-I ,Prasad  Bokil
DE 802,Mini Project-II ,Prasad  Bokil
DE 803,Quantitative Design Research Methods ,Girish V. DalviJoshi Anirudha
DE 804,Qualitative Design Research Methods ,Girish V. Dalvi
DE 899,Communication Skills ,Prasad  Bokil
DEP102,Self-Initiated Summer Project ,Shilpa Ranade
DEP204,Summer Project ,Bharat Chhitubhai Parmar
DEP301,Collaborative Design Project ,Poovaiah RaviVinayak  Nabar
DEP302,System Design Project ,
DEP304,Summer Project (Focus on Industry Experience) ,Avinash ShendeBharat Chhitubhai Parmar
DEP401,Re-Design Project ,
DEP403,Design Research Seminar I ,Prasad  Bokil
DEP404,BDes Design Project - 2 ,
DEP405,BDes Design Project - 1 ,Avinash ShendeBharat Chhitubhai Parmar
DEP406,BDes Design Project - 2 ,
DEP408,Design Research Project ,
DEP410,B. Des. Design Project II ,Bharat Chhitubhai Parmar
DEP501,Design Research Project-Part I ,Jayesh S. PillaiMazhar KamranSumant Rao
DEP502,Design Research Seminar II ,
DEP504,Design Research Project-Part II ,
DEP602,Communication Design Project ,
DEP701,M.Des. Project-1 ,Mazhar KamranR. SandeshSumant RaoUnni Mohan  Mohanan
DEP702,M.Des. Project- 2 ,Jayesh S. PillaiMazhar KamranR. SandeshSumant RaoUnni Mohan  Mohanan
DEP703,M.Des. Project- 3 ,Jayesh S. Pillai
DEP704,Design Research Project - I  ,Joshi Anirudha
DEP706,Design Research Seminar ,Jayesh S. PillaiMandar S.Rane
CM 602,Atmosphere and Climate Change ,
CM 605,Public Policy and Governance in Technology and Development ,
CM 606,"Energy Resources, Economics and Environment ",
CM 608,Sustainable Engineering Principles ,
CM 801,Introduction to Risk Analysis ,
CM 802,Atmosphere and Climate Change ,
CM 803,Introduction to Climate Change ,
CM 899,Communication Skills ,Angshuman  ModakSubimal Ghosh
CMS801,Seminar ,Vishal  Dixit
ET 601,Introduction to Educational Technology ,Ramkumar  Rajendran
ET 602,Research Project ,
ET 604,Research Methods in Educational Technology ,
ET 605,Adaptive Tutoring Systems ,
ET 606,Educational Technology -Tools Lab ,Syaamantak  Das
ET 609,Discipline-based Education Research ,
ET 610,Learning Analytics and Educational Data Mining ,Ramkumar  Rajendran
ET 611,Learning Sciences ,
ET 612,Statistical Methods for Educational Research ,Sahana Murthy
ET 613,Human-Computer Interaction for Educational Technology ,S. R. Iyer
ET 614,Instructional Systems Design ,
ET 619,Field Work in Educational Technology ,Ramkumar  Rajendran
ET 694,Seminar ,Ramkumar  Rajendran
ET 792,Communication Skills -II ,
ET 797,I Stage Project ,Ramkumar  Rajendran
ET 798,II Stage Project ,
ET 801,Introduction to Educational Technology ,
ET 802,Research Project ,
ET 807,Educational Game Design ,
ET 899,Communication Skills ,S. R. Iyer
ETS801,Seminar ,
IE 101,Introduction to IE and OR ,J. Venkateswaran
IE 102,Probability and Statistics ,
IE 501,Optimization Models ,Avinash  Bhardwaj
IE 502,Probabilistic Models ,
IE 503,Operations Analysis ,Ashutosh  MahajanPriyank  Sinha
IE 504,Service and Infrastructure Systems ,
IE 505,Computer Programming and Algorithms ,
IE 507,Modeling & Computation Lab ,N. HemachandraVeeraruna Kavitha
IE 509,Computer Programming Lab ,P. BalamuruganUrban  Larsson
IE 601,Optimization Techniques ,
IE 602,Service Engineering and Management ,
IE 603,Discrete Event System Simulation ,
IE 604,Systems Dynamics Modeling & Analysis ,
IE 605,Engineering Statistics ,Manjesh K. Hanawal
IE 606,Analysis & Control of Queues ,
IE 607,Polyhedra and Combinatorial Optimization ,
IE 609,Mathematical Optimisation Techniques ,V. Narayanan
IE 610,"Networks, Games and Algorithms ",
IE 611,Introduction to Stochastic Models ,
IE 612,Introduction to Financial Engineering ,
IE 613,Online Learning  ,
IE 614,Linear Systems ,
IE 615,Data Analytics in Operations Research ,
IE 616,Decision Analysis and Game Theory ,
IE 618,Advanced Stochastic Processes for Operations Research ,
IE 621,Probability and Stochastic Processes I ,K.S.Mallikarjuna Rao
IE 622,Probability and Stochastic Processes II ,
IE 630,Simulation Modeling and Analysis ,
IE 635,Facilities Planning ,
IE 641,Network Flow Models and Applications ,
IE 642,Engineering Economic Analysis ,
IE 643,Deep Learning - Theory and Practice  ,P. Balamurugan
IE 645,Industrial Scheduling ,
IE 646,Quality Control & Reliability ,
IE 647,Applied Integer Programming ,
IE 648,Quantitative Analysis in Finance and Marketing ,
IE 650,Modelling and Optimisation in Flexible Manufacturing System ,
IE 651,Inventory Control and Management Systems ,
IE 683,Topics in Learning Algorithms ,
IE 684,IEOR Lab ,
IE 685,MSc.Phd. Research Project I ,V. Narayanan
IE 686,MSc.Phd. Research Project II ,
IE 688,R & D Project ,P. Balamurugan
IE 689,MSc-PhD Project I ,
IE 692,MSc-PhD Project II ,
IE 694,Seminar ,
IE 695,MSc-PhD Project III ,
IE 702,"Neural Nets, Fuzzy Systems and Applications ",
IE 703,Introduction to Knowledge Based Systems and Applications ,
IE 704,Selected Topics in A.I. in Operations Research ,
IE 705,Quantitative Methods in Project Management ,
IE 706,Pricing & Revenue Management ,
IE 707,Multi-player Decision Making Models ,
IE 708,Markov Decision Processes ,N. Hemachandra
IE 709,IEOR for Health Care ,
IE 710,OR Applications in Infrastructural and Service Sectors ,
IE 712,Selected Application of Stochastic Models ,
IE 714,Quantitative Models for Supply Chain Management ,
IE 716,Integer Programming:  Theory and Computations ,
IE 718,"Networks, Games and Algorithms ",
IE 792,Communication Skills -II ,
IE 797,I Stage Project ,P. Balamurugan
IE 798,II Stage Project ,
IE 802,Topics in Industrial Engineering and Operations Research ,Rangaraj Narayan
IE 803,Advanced Stochastic Simulation ,
IE 804,Convex Analysis ,
IE 805,Advanced Topics in Discrete Optimization ,
IE 806,Game Dynamics ,
IE 899,Communication Skills ,N. Hemachandra
IES601,Seminar ,
SC 403,System Modelling and Simulation ,
SC 601,Modelling  and Identification of Dynamical  Systems ,
SC 602,Control of Nonlinear Dynamical Systems ,
SC 604,Optimal Control System ,
SC 605,Optimization Based Control of Stochastic Systems ,
SC 607,Optimization ,
SC 612,Introduction to Linear Filtering and Beyond ,
SC 613,Multivariable Control Systems ,
SC 616,Large Scale Systems ,
SC 617,Adaptive Control Theory ,
SC 618,Analytical and Geometric Dynamics ,Sukumar Srikant
SC 619,Control of Langrangian and Hamiltonian Systems ,
SC 620,Automation and Feedback Control ,
SC 621,Advanced Feedback Theory ,
SC 622,Qantitative Feedback Theory II ,
SC 623,Optimal and Robust Control ,
SC 624,Differential Geometric Methods in Control ,
SC 625,Systems Theory ,Vivek Natarajan
SC 626,Systems and Control Engineering Laboratory ,
SC 627,Motion Planning & Coordination of Autonomous Vehicles ,
SC 628,Guidance Strategies for Autonomous Vehicles ,
SC 629,Introduction to Probability and Random Processes ,
SC 630,Variable Structure and Sliding Mode Control ,
SC 631,Games and Information  ,Ankur Kulkarni
SC 633,Geometric and Analytic Aspects of Optimal Control ,
SC 634,Introduction to Wheeled Mobile Robotics ,
SC 635,Advanced Topics in Mobile Robotics ,
SC 636,Theory of Output Regulation ,
SC 639,Mathematical Structures for Control ,Banavar R.N.
SC 640,Applied Predictive Analytics  ,
SC 643,Stochastic and Networked Control ,
SC 645,Intelligent Feedback and Control ,
SC 655,Random Processes in Learning and Control ,Debasish Chatterjee
SC 694,Seminar ,Sukumar Srikant
SC 700,Embeded Control System ,
SC 702,Linear Systems Theory for PDEs ,
SC 792,Communication Skills -II ,
SC 797,I Stage Project ,Sukumar Srikant
SC 798,II Stage Project ,
SC 899,Communication Skills ,Ankur KulkarniArpita SinhaAvishek  GhoshBanavar R.N.Debasish ChatterjeeLeena VachhaniNavin KhanejaSukumar SrikantVivek Natarajan
SCS801,Seminar ,Sukumar Srikant
SCS802,Seminar ,Sukumar Srikant
IWE701,Strategic Management ,
IWE702,Organizational Behavior and Design ,
IWE703,Data Modeling and Decisions ,
IWE704,Introduction to Financial Accounting ,
IWE705,Marketing Management ,
IWE706,Managerial Economics ,
IWE707,Communication and Negotiation Skills ,S.V.D.Nageswara Rao
IWE708,Operations and Manufacturing Management ,Indrajit Mukherjee
IWE709,Strategic Cost Analysis ,S.V.D.Nageswara Rao
IWE710,Corporate Finance ,
IWE711,Leadership ,
IWE712,"Growth, Valuations, and Sustainability ",
IWE713,Managing Power and Influence in Organizations ,S.V.D.Nageswara Rao
IWE714,Global Supply Chain Management ,
IWE715,Competitive Strategy & Industry Analysis ,
IWE716,Macroeconomics ,Vinish Kathuria
IWE719,Strategic Management of Innovation ,
IWE720,Business Start-up Consulting Project ,
IWE721,Washington D C Residency ,
IWE722,Data-Driven Decision Making: Analysis to Action ,
IWE723,Customer Analytics ,
IWE725,The Entrepreneurial Mindset ,S.V.D.Nageswara Rao
MG 621,Strategic Management of Technology ,
MG 625,Legal Aspects of Business ,
MG 634,Project Management ,
MG 635,Manufacturing Strategy ,
MG 641,Purchasing and Supply Management ,
MG 648,Marketing Research ,
MG 651,Communication and Presentation Skills ,
MG 652,Maintenance Management ,
MG 654,Logistics and Supply Chain Management ,
MG 655,Corporate Strategy ,
MG 659,Management of World Class Manufacturing System ,
MG 689,Large-Scale Optimization ,
MGP601,Project Work ,
MGS601,Seminar ,
MGS801,Credit Seminar ,Sarthak Gaurav
MGS802,Seminar ,Sarthak Gaurav
MGT601,Self Awareness and Interpersonal Skills Lab ,
MGT602,Management of Human Resources ,
MGT603,Statistical Methods ,
MGT604,Financial Management -I ,
MGT605,Introduction to Marketing ,
MGT606,Operations Management-II ,
MGT607,Managerial Accounting & Control ,
MGT608,Management of Technology ,
MGT609,Managerial Economics ,
MGT610,Information Systems ,
MGT611,Organizational Behaviour ,
MGT612,Business Research Methods ,
MGT613,Communication Skills Lab ,
MGT614,International Business ,
MGT615,Marketing Management ,
MGT616,Financial Management -II ,
MGT617,Decision Models in Management ,
MGT618,Advanced Planning and Scheduling ,
MGT619,Economic Environment and Policy ,
MGT620,Business and Sustainable Development ,
MGT621,Operations Management 1 ,
MGT622,Corporate Strategy ,
MGT623,Quantitative Skills Lab ,
MGT624,Business Ethics ,
MGT625,Legal Aspects of Business ,
MGT627,Patterns of Enterprenuership ,
MGT628,Leadership and Vision ,
MGT630,Introduction to ERP ,
MGT631,Logistics and Supply Chain Management ,
MGT632,Lean Management ,
MGT633,Quality Management ,
MGT634,Purchasing and Supply Management ,
MGT640,Service Operations Management ,
MGT647,Innovation and Entreprenurship ,
MGT650,"Mergers,Acquisitions and Business Valuation ",
MGT651,International Finance ,
MGT652,Indian Financial and Business Model ,
MGT653,Security Analysis and Portfolio Management ,
MGT654,Fixed Income Securities ,
MGT655,Derivatives and Risk Management ,
MGT656,Management Control Systems ,
MGT661,Advertising and Media Management ,
MGT662,Customer Relationship Management ,
MGT663,Brand Management ,
MGT664,Business to Business Marketing ,
MGT665,Consumer Behavior ,
MGT668,Services Marketing ,
MGT670,Management of New Ventures ,
MGT671,International Competitiveness ,
MGT673,Managerial Effectiveness Skills ,
MGT677,Management of Change ,
MGT678,Policy Responses to Climate Change ,
MGT679,Competitiveness for Sustainable Enterprise ,
MGT680,Managing Intellectual Property ,
MGT681,Historical and Contemporary Perspectives in International Business. ,
MGT682,Applied Industrial Organization ,
MGT683,Managing with New Business Models in a Knowledge Economy ,
MGT686,Strategic Transformation ,
MGT689,International Trade ,
MGT690,Software Project Management ,
MGT691,Intelligent Systems ,
MGT693,Information Technology Infrastructure Management ,
MGT696,Strategies for Growth ,
MGT697,Electronic Business Strategies and Implementation ,
MGT701,Online Marketing ,
MGT703,Sales and Distribution Management  ,
MGT742,Large-Scale Optimization ,
MGT783,Experimental Design for Productivity and Quality Improvement ,
MGT801,Introduction to Research Methods ,Ashish Singh
MGT802,Statistics for Management Researc ,
MGT803,Economics ,
MGT804,Qualitative Research Methodologies ,T.T. Niranjan
MGT805,Survey Research & Experimentation  ,Arti D Kalro
MGTP01,Collaborative Practicum Stage -I ,
MGTP02,Collaborative Practicum Stage -II ,
MNG601, Communication and Inter-Personal Skills ,
MNG602,Management of Human Resources ,
MNG603,Statistical Methods ,
MNG604,Corporate Finance - I ,
MNG605,Marketing Management - I ,
MNG606,Operations Management II ,
MNG607,Financial Reporting and Analysis ,
MNG608,Strategic Management of Technnology ,
MNG609,Microeconomics ,
MNG610,Information Systems ,
MNG611,Organization Behavior ,
MNG614,International Business ,
MNG615,Marketing Management -II ,
MNG616,Corporate Finance - II ,
MNG617,Decision Models in Management ,
MNG619,Macroeconomics ,
MNG621,Operations Management - I ,
MNG622,Corporate Strategy ,
MNG623,Legal Aspects of Business ,
MNG624,Business Ethics ,
MNG625,Cost Accounting and Control ,
MNG629,Technology Design and End To End Innovation -I ,
MNG630,Technology Design and End To End Innovation -II ,
MNG637,Project Management ,
MNG639,Technology Strategy Lab ,
MNG744,Multivariate Data Analysis ,
MNG792,Communication Skills -II  ,
MNG802,Statistics for Management Research ,Sudeep R. Bapat
MNG803,Economics ,Ashish Singh
SOM601,Communication and Interpersonal Skill ,Ashish Pandey
SOM602,Microeconomics ,Trupti Mishra
SOM603,Fundamentals of Financial and Managerial Accounting ,Varadraj B. Bapat
SOM604,Marketing Management - I ,Arti D Kalro
SOM605,Statistical Methods ,Usha Ananthakumar
SOM606,Corporate Finance - I ,S.N.Rao
SOM607,Macroeconomics ,Sarthak Gaurav
SOM608,Decision Models in Management ,Pankaj Dutta
SOM609,Information Systems ,Sonar M Rajendra
SOM610,Marketing Management - II ,Dinesh Sharma
SOM611,Operations Management – I ,Indrajit MukherjeeT.T. Niranjan
SOM612,Business Research Methods ,
SOM613,Corporate Finance - II ,
SOM614,Organization Behavior & Human Resources I ,
SOM615,Operations Management II ,
SOM616,Technology Management ,
SOM617,Corporate Strategy ,
SOM618,Organization Behavior & Human Resources II ,
SOM619,Corporate Governance and Business Ethics ,
SOM620,Business and Sustainable Development ,Trupti Mishra
SOM621,Legal Aspects of Business ,
SOM625,Summer Project Work ,Varadraj B. Bapat
SOM626,Advanced Planning and Scheduling ,Rahul Patil
SOM627,Patterns of Entrepreneurship ,
SOM628,Leadership and Vision ,
SOM629,Technology Design and End to End Innovation- I ,
SOM630,Technology Design and End to End Innovation- II ,
